starttime	seconds	ctime	dtime	ttime	wait
Wed May 15 23:59:26 2013	1368662366	5	52	57	51
Wed May 15 23:59:27 2013	1368662367	1	56	57	56
Wed May 15 23:59:27 2013	1368662367	1	57	58	57
Wed May 15 23:59:27 2013	1368662367	1	56	58	56
Wed May 15 23:59:27 2013	1368662367	1	57	58	57
Wed May 15 23:59:27 2013	1368662367	1	57	58	57
Wed May 15 23:59:27 2013	1368662367	1	57	58	57
Wed May 15 23:59:27 2013	1368662367	1	57	58	57
Wed May 15 23:59:27 2013	1368662367	1	57	58	57
Wed May 15 23:59:27 2013	1368662367	1	57	58	57
Wed May 15 23:59:27 2013	1368662367	1	57	58	57
Wed May 15 23:59:27 2013	1368662367	1	57	58	57
Wed May 15 23:59:27 2013	1368662367	1	57	58	57
Wed May 15 23:59:27 2013	1368662367	1	57	58	57
Wed May 15 23:59:27 2013	1368662367	1	57	58	57
Wed May 15 23:59:27 2013	1368662367	1	57	58	57
Wed May 15 23:59:27 2013	1368662367	1	57	58	56
Wed May 15 23:59:27 2013	1368662367	1	57	58	57
Wed May 15 23:59:27 2013	1368662367	1	57	58	57
Wed May 15 23:59:27 2013	1368662367	1	57	58	57
Wed May 15 23:59:27 2013	1368662367	1	57	58	57
Wed May 15 23:59:27 2013	1368662367	1	57	58	57
Wed May 15 23:59:27 2013	1368662367	1	57	58	57
Wed May 15 23:59:27 2013	1368662367	1	57	58	57
Wed May 15 23:59:27 2013	1368662367	1	57	58	57
Wed May 15 23:59:27 2013	1368662367	1	57	58	57
Wed May 15 23:59:27 2013	1368662367	1	57	58	57
Wed May 15 23:59:27 2013	1368662367	1	57	58	57
Wed May 15 23:59:27 2013	1368662367	1	57	58	57
Wed May 15 23:59:27 2013	1368662367	1	57	58	57
Wed May 15 23:59:27 2013	1368662367	1	57	58	57
Wed May 15 23:59:27 2013	1368662367	1	57	58	57
Wed May 15 23:59:27 2013	1368662367	1	57	58	57
Wed May 15 23:59:27 2013	1368662367	1	57	58	57
Wed May 15 23:59:27 2013	1368662367	1	57	58	57
Wed May 15 23:59:27 2013	1368662367	1	57	58	57
Wed May 15 23:59:27 2013	1368662367	1	57	58	57
Wed May 15 23:59:27 2013	1368662367	1	57	58	57
Wed May 15 23:59:27 2013	1368662367	1	57	58	57
Wed May 15 23:59:27 2013	1368662367	1	57	58	57
Wed May 15 23:59:27 2013	1368662367	1	58	58	58
Wed May 15 23:59:27 2013	1368662367	1	57	58	57
Wed May 15 23:59:27 2013	1368662367	1	57	58	57
Wed May 15 23:59:27 2013	1368662367	1	58	58	57
Wed May 15 23:59:27 2013	1368662367	1	57	58	57
Wed May 15 23:59:27 2013	1368662367	1	58	59	57
Wed May 15 23:59:27 2013	1368662367	1	57	59	57
Wed May 15 23:59:27 2013	1368662367	1	57	59	57
Wed May 15 23:59:27 2013	1368662367	1	57	59	57
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	57
Wed May 15 23:59:27 2013	1368662367	1	57	59	57
Wed May 15 23:59:27 2013	1368662367	1	57	59	57
Wed May 15 23:59:27 2013	1368662367	1	57	59	57
Wed May 15 23:59:26 2013	1368662366	5	53	59	53
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	57	59	57
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	57
Wed May 15 23:59:27 2013	1368662367	1	58	59	57
Wed May 15 23:59:26 2013	1368662366	6	53	59	52
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	57
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	57
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	57
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	57
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:26 2013	1368662366	6	53	59	53
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
