starttime	seconds	ctime	dtime	ttime	wait
Wed May 15 23:32:04 2013	1368660724	1	83	84	83
Wed May 15 23:32:05 2013	1368660725	2	83	84	82
Wed May 15 23:32:05 2013	1368660725	1	83	84	83
Wed May 15 23:32:05 2013	1368660725	1	83	84	83
Wed May 15 23:32:04 2013	1368660724	1	83	84	83
Wed May 15 23:32:04 2013	1368660724	1	83	84	83
Wed May 15 23:32:04 2013	1368660724	1	83	84	83
Wed May 15 23:32:05 2013	1368660725	1	83	84	82
Wed May 15 23:32:04 2013	1368660724	1	83	84	83
Wed May 15 23:32:04 2013	1368660724	1	83	84	83
Wed May 15 23:32:04 2013	1368660724	6	78	84	78
Wed May 15 23:32:04 2013	1368660724	1	83	84	83
Wed May 15 23:32:04 2013	1368660724	2	83	85	83
Wed May 15 23:32:04 2013	1368660724	1	83	85	83
Wed May 15 23:32:05 2013	1368660725	1	83	85	83
Wed May 15 23:32:04 2013	1368660724	1	83	85	83
Wed May 15 23:32:05 2013	1368660725	1	83	85	83
Wed May 15 23:32:04 2013	1368660724	1	83	85	83
Wed May 15 23:32:05 2013	1368660725	1	83	85	83
Wed May 15 23:32:04 2013	1368660724	1	83	85	83
Wed May 15 23:32:04 2013	1368660724	1	83	85	83
Wed May 15 23:32:05 2013	1368660725	2	83	85	83
Wed May 15 23:32:04 2013	1368660724	6	79	85	78
Wed May 15 23:32:05 2013	1368660725	1	83	85	83
Wed May 15 23:32:05 2013	1368660725	1	83	85	83
Wed May 15 23:32:04 2013	1368660724	1	84	85	83
Wed May 15 23:32:05 2013	1368660725	1	83	85	83
Wed May 15 23:32:05 2013	1368660725	1	83	85	83
Wed May 15 23:32:05 2013	1368660725	1	84	85	84
Wed May 15 23:32:05 2013	1368660725	1	84	85	84
Wed May 15 23:32:05 2013	1368660725	1	83	85	83
Wed May 15 23:32:04 2013	1368660724	1	84	85	83
Wed May 15 23:32:05 2013	1368660725	1	84	85	84
Wed May 15 23:32:05 2013	1368660725	1	83	85	83
Wed May 15 23:32:05 2013	1368660725	1	83	85	83
Wed May 15 23:32:04 2013	1368660724	1	84	85	83
Wed May 15 23:32:05 2013	1368660725	1	84	85	83
Wed May 15 23:32:05 2013	1368660725	1	84	85	83
Wed May 15 23:32:05 2013	1368660725	2	83	85	83
Wed May 15 23:32:05 2013	1368660725	1	84	85	84
Wed May 15 23:32:05 2013	1368660725	1	84	85	83
Wed May 15 23:32:05 2013	1368660725	1	84	85	84
Wed May 15 23:32:05 2013	1368660725	1	84	85	84
Wed May 15 23:32:05 2013	1368660725	1	84	85	83
Wed May 15 23:32:05 2013	1368660725	1	84	85	84
Wed May 15 23:32:05 2013	1368660725	1	84	85	84
Wed May 15 23:32:05 2013	1368660725	2	84	85	83
Wed May 15 23:32:05 2013	1368660725	2	83	85	83
Wed May 15 23:32:05 2013	1368660725	1	84	85	84
Wed May 15 23:32:05 2013	1368660725	1	84	85	83
Wed May 15 23:32:05 2013	1368660725	1	84	85	83
Wed May 15 23:32:05 2013	1368660725	1	84	85	84
Wed May 15 23:32:05 2013	1368660725	1	84	85	84
Wed May 15 23:32:05 2013	1368660725	1	84	85	83
Wed May 15 23:32:05 2013	1368660725	1	84	85	84
Wed May 15 23:32:05 2013	1368660725	1	84	85	84
Wed May 15 23:32:05 2013	1368660725	1	84	85	83
Wed May 15 23:32:05 2013	1368660725	1	84	85	84
Wed May 15 23:32:05 2013	1368660725	1	84	85	84
Wed May 15 23:32:05 2013	1368660725	1	84	85	84
Wed May 15 23:32:05 2013	1368660725	1	84	85	83
Wed May 15 23:32:05 2013	1368660725	1	84	85	83
Wed May 15 23:32:05 2013	1368660725	2	84	85	83
Wed May 15 23:32:05 2013	1368660725	1	84	85	84
Wed May 15 23:32:05 2013	1368660725	1	84	85	84
Wed May 15 23:32:05 2013	1368660725	1	84	85	84
