starttime	seconds	ctime	dtime	ttime	wait
Wed May 15 23:21:48 2013	1368660108	1	80	82	80
Wed May 15 23:21:47 2013	1368660107	1	81	82	80
Wed May 15 23:21:48 2013	1368660108	1	81	82	80
Wed May 15 23:21:47 2013	1368660107	1	81	82	81
Wed May 15 23:21:47 2013	1368660107	1	81	82	81
Wed May 15 23:21:47 2013	1368660107	1	81	82	80
Wed May 15 23:21:47 2013	1368660107	5	77	82	77
Wed May 15 23:21:47 2013	1368660107	1	81	82	81
Wed May 15 23:21:48 2013	1368660108	1	81	82	80
Wed May 15 23:21:47 2013	1368660107	1	81	82	81
Wed May 15 23:21:47 2013	1368660107	1	81	82	81
Wed May 15 23:21:48 2013	1368660108	1	81	82	81
Wed May 15 23:21:47 2013	1368660107	1	81	82	81
Wed May 15 23:21:47 2013	1368660107	1	81	82	81
Wed May 15 23:21:47 2013	1368660107	1	81	82	81
Wed May 15 23:21:47 2013	1368660107	1	81	82	80
Wed May 15 23:21:47 2013	1368660107	1	81	82	81
Wed May 15 23:21:47 2013	1368660107	5	77	82	77
Wed May 15 23:21:47 2013	1368660107	1	81	82	81
Wed May 15 23:21:47 2013	1368660107	1	81	82	81
Wed May 15 23:21:47 2013	1368660107	1	81	82	81
Wed May 15 23:21:47 2013	1368660107	1	81	82	81
Wed May 15 23:21:47 2013	1368660107	1	81	82	81
Wed May 15 23:21:47 2013	1368660107	1	81	82	81
Wed May 15 23:21:47 2013	1368660107	1	81	82	81
Wed May 15 23:21:47 2013	1368660107	1	81	82	81
Wed May 15 23:21:47 2013	1368660107	1	81	82	81
Wed May 15 23:21:47 2013	1368660107	1	81	82	81
Wed May 15 23:21:47 2013	1368660107	1	81	82	81
Wed May 15 23:21:47 2013	1368660107	1	81	82	81
Wed May 15 23:21:47 2013	1368660107	1	81	82	81
Wed May 15 23:21:47 2013	1368660107	1	81	82	81
Wed May 15 23:21:47 2013	1368660107	1	81	82	81
Wed May 15 23:21:47 2013	1368660107	1	81	82	81
Wed May 15 23:21:47 2013	1368660107	1	81	82	81
Wed May 15 23:21:47 2013	1368660107	1	81	82	81
Wed May 15 23:21:47 2013	1368660107	1	81	82	81
Wed May 15 23:21:47 2013	1368660107	1	81	82	81
Wed May 15 23:21:47 2013	1368660107	1	81	82	81
Wed May 15 23:21:47 2013	1368660107	1	81	82	81
Wed May 15 23:21:47 2013	1368660107	1	81	82	81
Wed May 15 23:21:47 2013	1368660107	1	81	82	81
Wed May 15 23:21:47 2013	1368660107	1	81	82	81
Wed May 15 23:21:47 2013	1368660107	1	81	83	81
Wed May 15 23:21:47 2013	1368660107	1	81	83	81
